Category,Language,Aspects,Count
PostDoc,German,beitrag___un,1
PostDoc,German,beitrag___urlaub,1
Professor,German,drittmittel___tag,1
PostDoc,German,beitrag___video,1
Professor,German,drittmittel___studium,1
PostDoc,German,beitrag___wirtschaft,1
PostDoc,German,beitrag___wort,1
PostDoc,German,beitrag___zukunft,1
Professor,German,entscheidung___track,1
PostDoc,German,bereich___bewerbung,1
PostDoc,German,bereich___bildung,1
PostDoc,German,bereich___cdu,1
PostDoc,German,bereich___dauerstelle,1
Professor,German,drittmittel___politik,1
Professor,German,drittmittel___person,1
Professor,German,drittmittel___nachwuchs,1
PostDoc,German,bereich___diskussion,1
Professor,German,drittmittel___unsicherheit,1
Professor,German,drittmittel___vertrag,1
Professor,German,drittmittel___video,1
Professor,German,drittmittel___vorschlag,1
Professor,German,druck___land,1
Professor,German,druck___kind,1
Professor,German,druck___karriere,1
Professor,German,druck___job,1
PostDoc,German,beitrag___semester,1
Professor,German,druck___idee,1
Professor,German,druck___hochschule,1
PostDoc,German,beitrag___studium,1
Professor,German,druck___grund,1
Professor,German,druck___gesetz,1
Professor,German,druck___frau,1
Professor,German,druck___familie,1
Professor,German,druck___entscheidung,1
PostDoc,German,beitrag___tag,1
PostDoc,German,beitrag___teil,1
Professor,German,drittmittel___wissenschaftssystem,1
PostDoc,German,beitrag___track,1
Professor,German,drittmittel___mitarbeiter,1
PostDoc,German,bereich___druck,1
PostDoc,German,bereich___forscher,1
Professor,German,diskussion___woche,1
PostDoc,German,bereich___lösung,1
PostDoc,German,bereich___mensch,1
PostDoc,German,bereich___mittel,1
Professor,German,diskussion___unsicherheit,1
PostDoc,German,bereich___mittelbau,1
PostDoc,German,bereich___nachwuchs,1
Professor,German,diskussion___un,1
PostDoc,German,bereich___politik,1
Professor,German,diskussion___tag,1
PostDoc,German,bereich___postdoc,1
PostDoc,German,bereich___prof,1
PostDoc,German,bereich___professor,1
PostDoc,German,bereich___professur,1
Professor,German,diskussion___sinn,1
PostDoc,German,bereich___qualifikation,1
Professor,German,diskussion___qualifikation,1
PostDoc,German,bereich___studium,1
Professor,German,diskussion___wissenschaftler,1
Professor,German,drittmittel___druck,1
Professor,German,drittmittel___kollege,1
PostDoc,German,bereich___lehre,1
PostDoc,German,bereich___geld,1
PostDoc,German,bereich___geschichte,1
Professor,German,drittmittel___job,1
PostDoc,German,bereich___gesellschaft,1
PostDoc,German,bereich___glück,1
Professor,German,drittmittel___idee,1
Professor,German,drittmittel___hochschule,1
Professor,German,drittmittel___hanna,1
Professor,German,drittmittel___habil,1
Professor,German,drittmittel___grund,1
Professor,German,drittmittel___glück,1
Professor,German,drittmittel___frau,1
PostDoc,German,bereich___hanna,1
PostDoc,German,bereich___interview,1
PostDoc,German,bereich___kind,1
Professor,German,drittmittel___erfahrung,1
Professor,German,drittmittel___entscheidung,1
Professor,German,druck___lehre,1
Professor,German,druck___leute,1
Professor,German,druck___liebe,1
Professor,German,entscheidung___kollege,1
PostDoc,German,beispiel___realität,1
Professor,German,entscheidung___innovation,1
PostDoc,German,beispiel___situation,1
PostDoc,German,beispiel___studium,1
PostDoc,German,beispiel___tweet,1
PostDoc,German,beispiel___un,1
PostDoc,German,beispiel___universität,1
PostDoc,German,beispiel___urlaub,1
PostDoc,German,beispiel___verantwortung,1
Professor,German,entfristung___vertrag,1
PostDoc,German,beispiel___wissenschaftler,1
PostDoc,German,beispiel___wissenschaftssystem,1
PostDoc,German,beispiel___wort,1
Professor,German,entfristung___tag,1
PostDoc,German,beitrag___bereich,1
Professor,German,entfristung___sicherheit,1
Professor,German,entfristung___reform,1
PostDoc,German,beispiel___promotion,1
Professor,German,entscheidung___land,1
Professor,German,entfristung___professor,1
PostDoc,German,beispiel___professur,1
Professor,German,entscheidung___tag,1
PostDoc,German,beispiel___mensch,1
Professor,German,entscheidung___situation,1
Professor,German,entscheidung___sicherheit,1
Professor,German,entscheidung___punkt,1
PostDoc,German,beispiel___monat,1
PostDoc,German,beispiel___nachwuchs,1
Professor,German,entscheidung___professor,1
Professor,German,entscheidung___problem,1
PostDoc,German,beispiel___position,1
Professor,German,entscheidung___post,1
Professor,German,entscheidung___perspektive,1
PostDoc,German,beispiel___problem,1
Professor,German,entscheidung___monat,1
PostDoc,German,beispiel___prof,1
Professor,German,entscheidung___mensch,1
Professor,German,entscheidung___liebe,1
PostDoc,German,beitrag___bund,1
PostDoc,German,beitrag___dauerstelle,1
PostDoc,German,beitrag___publikation,1
Professor,German,druck___woche,1
Professor,German,druck___unsicherheit,1
Professor,German,druck___uni,1
Professor,German,druck___un,1
PostDoc,German,beitrag___mittelbau,1
Professor,German,druck___thema,1
Professor,German,druck___tag,1
PostDoc,German,beitrag___monat,1
Professor,German,druck___studium,1
Professor,German,druck___qualifikation,1
Professor,German,druck___punkt,1
PostDoc,German,beitrag___politik,1
Professor,German,druck___professur,1
Professor,German,druck___professor,1
Professor,German,druck___perspektive,1
PostDoc,German,beitrag___professor,1
Professor,German,druck___monat,1
PostDoc,German,beitrag___professur,1
Professor,German,druck___wissenschaftssystem,1
Professor,German,entfristung___familie,1
Professor,German,entfristung___person,1
PostDoc,German,beitrag___job,1
Professor,German,entfristung___nachwuchs,1
Professor,German,entfristung___möglichkeit,1
Professor,German,entfristung___monat,1
Professor,German,entfristung___mittelbau,1
PostDoc,German,beitrag___deutschland,1
Professor,German,entfristung___lösung,1
PostDoc,German,beitrag___erfolg,1
Professor,German,entfristung___kommentar,1
PostDoc,German,beitrag___gedanke,1
PostDoc,German,beitrag___geld,1
PostDoc,German,beitrag___gesetz,1
PostDoc,German,beitrag___gespräch,1
PostDoc,German,beitrag___glück,1
Professor,German,entfristung___glück,1
Professor,German,entfristung___gespräch,1
Professor,German,entfristung___frau,1
Professor,German,entfristung___frage,1
PostDoc,German,bedingung___gesellschaft,1
Professor,German,forderung___universität,1
Professor,German,diskussion___projekt,1
Professor,German,gesetz___lösung,1
Professor,German,gesetz___postdoc,1
PostDoc,German,arbeitszeit___karriere,1
PostDoc,German,arbeitszeit___kollege,1
PostDoc,German,arbeitszeit___lehre,1
Professor,German,gesetz___nachwuchs,1
PostDoc,German,arbeitszeit___lösung,1
Professor,German,gesetz___monat,1
PostDoc,German,arbeitszeit___mensch,1
PostDoc,German,arbeitszeit___monat,1
PostDoc,German,argument___frage,1
Professor,German,gesetz___leute,1
PostDoc,German,arbeitszeit___problem,1
PostDoc,German,arbeitszeit___professor,1
PostDoc,German,arbeitszeit___promotion,1
Professor,German,gesetz___hanna,1
PostDoc,German,arbeitszeit___qualifikation,1
PostDoc,German,arbeitszeit___realität,1
PostDoc,German,arbeitszeit___tag,1
Professor,German,gesetz___professur,1
PostDoc,German,arbeitszeit___innovation,1
Professor,German,gesetz___qualifikation,1
Professor,German,gesetz___reform,1
Professor,German,gespräch___hanna,1
Professor,German,gespräch___grund,1
PostDoc,German,arbeitszeit___familie,1
PostDoc,German,arbeitszeit___folge,1
PostDoc,German,arbeitszeit___forderung,1
Professor,German,gesetz___vorschlag,1
PostDoc,German,arbeitszeit___frage,1
PostDoc,German,arbeitszeit___geld,1
PostDoc,German,arbeitszeit___gesellschaft,1
PostDoc,German,arbeitszeit___glück,1
PostDoc,German,arbeitszeit___grund,1
Professor,German,gesetz___tag,1
Professor,German,gesetz___system,1
Professor,German,gesetz___stelle,1
PostDoc,German,arbeitszeit___hanna,1
PostDoc,German,arbeitszeit___idee,1
Professor,German,gesetz___sicherheit,1
PostDoc,German,arbeitszeit___thema,1
PostDoc,German,arbeitszeit___thread,1
Professor,German,gesellschaft___vorschlag,1
Professor,German,gesellschaft___innovation,1
Professor,German,gesellschaft___grund,1
Professor,German,gesellschaft___glück,1
Professor,German,gesellschaft___gespräch,1
PostDoc,German,argument___bildung,1
PostDoc,German,argument___cdu,1
Professor,German,generation___vorschlag,1
Professor,German,generation___video,1
PostDoc,German,argument___debatte,1
Professor,German,generation___universität,1
PostDoc,German,argument___druck,1
PostDoc,German,argument___ergebnis,1
PostDoc,German,argument___fach,1
Professor,German,generation___situation,1
Professor,German,generation___sinn,1
Professor,German,generation___qualifikation,1
PostDoc,German,argument___forderung,1
Professor,German,generation___professor,1
Professor,German,gesellschaft___habil,1
PostDoc,German,argument___bedingung,1
Professor,German,gesellschaft___video,1
Professor,German,gesellschaft___job,1
Professor,German,gesellschaft___track,1
PostDoc,German,arbeitszeit___urlaub,1
Professor,German,gesellschaft___situation,1
Professor,German,gesellschaft___sinn,1
PostDoc,German,arbeitszeit___verwaltung,1
Professor,German,gesellschaft___punkt,1
PostDoc,German,arbeitszeit___wirtschaft,1
Professor,German,gesellschaft___professur,1
Professor,German,gesellschaft___professor,1
Professor,German,gesellschaft___prof,1
Professor,German,gesellschaft___problem,1
Professor,German,gesellschaft___perspektive,1
Professor,German,gesellschaft___nachwuchs,1
Professor,German,gesellschaft___möglichkeit,1
Professor,German,gesellschaft___monat,1
Professor,German,gesellschaft___mittelbau,1
PostDoc,German,arbeitszeit___wissenschaftler,1
Professor,German,gespräch___hochschule,1
PostDoc,German,arbeitszeit___ergebnis,1
Professor,German,gespräch___karriere,1
PostDoc,German,arbeitsvertrag___dis,1
Professor,German,grund___land,1
Professor,German,grund___kollege,1
PostDoc,German,arbeitsvertrag___gedanke,1
PostDoc,German,arbeitsvertrag___geld,1
PostDoc,German,arbeitsvertrag___gesellschaft,1
Professor,German,grund___innovation,1
PostDoc,German,arbeitsvertrag___glück,1
PostDoc,German,arbeitsvertrag___innovation,1
Professor,German,glück___wissenschaftssystem,1
PostDoc,German,arbeitsvertrag___karriere,1
PostDoc,German,arbeitsvertrag___kopf,1
PostDoc,German,arbeitsvertrag___lehre,1
Professor,German,glück___un,1
PostDoc,German,arbeitsvertrag___leute,1
Professor,German,glück___punkt,1
PostDoc,German,arbeitsvertrag___mittelbau,1
Professor,German,glück___professor,1
PostDoc,German,arbeitsvertrag___forscher,1
Professor,German,grund___lösung,1
PostDoc,German,arbeitsvertrag___postdoc,1
PostDoc,German,arbeitsvertrag___beschäftigung,1
PostDoc,German,arbeitsbedingung___teil,1
Professor,German,grund___wissenschaftssystem,1
Professor,German,grund___wissenschaftler,1
PostDoc,German,arbeitsbedingung___verantwortung,1
PostDoc,German,arbeitsbedingung___vertrag,1
PostDoc,German,arbeitsbedingung___wirtschaft,1
Professor,German,grund___thread,1
PostDoc,German,arbeitsbedingung___woche,1
Professor,German,grund___situation,1
Professor,German,grund___punkt,1
Professor,German,grund___promotion,1
Professor,German,grund___professur,1
PostDoc,German,arbeitsbedingung___wort,1
Professor,German,grund___prof,1
Professor,German,grund___postdoc,1
Professor,German,grund___politik,1
PostDoc,German,arbeitsvertrag___beispiel,1
Professor,German,glück___prof,1
PostDoc,German,arbeitsvertrag___prof,1
PostDoc,German,arbeitszeit___entfristung,1
Professor,German,gespräch___sicherheit,1
Professor,German,gespräch___promotion,1
Professor,German,gespräch___projekt,1
Professor,German,gespräch___professur,1
Professor,German,gespräch___prof,1
PostDoc,German,arbeitszeit___bmbf,1
PostDoc,German,arbeitszeit___chance,1
Professor,German,gespräch___post,1
Professor,German,gespräch___politik,1
PostDoc,German,arbeitszeit___debatte,1
Professor,German,gespräch___monat,1
Professor,German,gespräch___mittelbau,1
Professor,German,gespräch___mensch,1
Professor,German,gespräch___lösung,1
Professor,German,gespräch___liebe,1
PostDoc,German,arbeitszeit___dis,1
PostDoc,German,arbeitszeit___druck,1
Professor,German,gespräch___land,1
Professor,German,gespräch___reform,1
Professor,German,gespräch___sinn,1
PostDoc,German,arbeitsvertrag___professur,1
PostDoc,German,arbeitszeit___beschäftigung,1
Professor,German,glück___politik,1
PostDoc,German,arbeitsvertrag___projekt,1
Professor,German,glück___möglichkeit,1
PostDoc,German,arbeitsvertrag___sache,1
Professor,German,glück___leute,1
Professor,German,glück___land,1
Professor,German,glück___kollege,1
PostDoc,German,arbeitsvertrag___studium,1
Professor,German,glück___karriere,1
PostDoc,German,arbeitsvertrag___system,1
Professor,German,glück___habil,1
Professor,German,glück___grund,1
PostDoc,German,arbeitsvertrag___thread,1
Professor,German,gespräch___wissenschaftssystem,1
PostDoc,German,arbeitsvertrag___wirtschaft,1
Professor,German,gespräch___vertrag,1
PostDoc,German,arbeitsvertrag___wort,1
PostDoc,German,argument___forscher,1
PostDoc,German,argument___geld,1
Professor,German,forderung___video,1
Professor,German,frage___generation,1
PostDoc,German,artikel___zukunft,1
PostDoc,German,ausland___bedingung,1
PostDoc,German,ausland___beitrag,1
Professor,German,frage___innovation,1
PostDoc,German,ausland___bewerbung,1
Professor,German,frage___grund,1
Professor,German,frage___gesetz,1
PostDoc,German,ausland___entfristung,1
PostDoc,German,ausland___erfahrung,1
Professor,German,generation___politik,1
PostDoc,German,ausland___fach,1
Professor,German,forschung___wort,1
Professor,German,forschung___woche,1
PostDoc,German,ausland___geld,1
PostDoc,German,ausland___gesetz,1
PostDoc,German,ausland___gespräch,1
Professor,German,forschung___video,1
PostDoc,German,ausland___grund,1
PostDoc,German,artikel___wort,1
PostDoc,German,artikel___wissenschaftssystem,1
Professor,German,frage___mitarbeiter,1
Professor,German,frage___monat,1
Professor,German,frage___thema,1
PostDoc,German,artikel___professor,1
Professor,German,frage___studium,1
PostDoc,German,artikel___professur,1
PostDoc,German,artikel___projekt,1
Professor,German,frage___sinn,1
Professor,German,frage___reform,1
PostDoc,German,artikel___semester,1
PostDoc,German,artikel___situation,1
PostDoc,German,artikel___stelle,1
PostDoc,German,artikel___struktur,1
Professor,German,frage___prof,1
PostDoc,German,artikel___tag,1
PostDoc,German,artikel___track,1
PostDoc,German,artikel___tweet,1
PostDoc,German,artikel___un,1
PostDoc,German,artikel___vertrag,1
PostDoc,German,kollege___thread,1
PostDoc,German,ausland___innovation,1
PostDoc,German,ausland___interview,1
PostDoc,German,ausland___un,1
PostDoc,German,ausland___wissenschaftssystem,1
Professor,German,forschung___kind,1
PostDoc,German,ausland___zukunft,1
PostDoc,German,bedingung___bereich,1
PostDoc,German,bedingung___bewerbung,1
PostDoc,German,bedingung___bildung,1
PostDoc,German,bedingung___buch,1
PostDoc,German,bedingung___bund,1
Professor,German,forschung___grund,1
PostDoc,German,bedingung___dis,1
Professor,German,forschung___gespräch,1
Professor,German,forschung___generation,1
PostDoc,German,bedingung___erfahrung,1
Professor,German,forschung___frau,1
PostDoc,German,bedingung___ergebnis,1
PostDoc,German,bedingung___familie,1
PostDoc,German,bedingung___forscher,1
PostDoc,German,ausland___universität,1
PostDoc,German,ausland___uhr,1
PostDoc,German,ausland___kind,1
PostDoc,German,ausland___track,1
PostDoc,German,ausland___kritik,1
PostDoc,German,ausland___leistung,1
PostDoc,German,ausland___leute,1
PostDoc,German,ausland___politik,1
PostDoc,German,ausland___prof,1
PostDoc,German,ausland___projekt,1
PostDoc,German,ausland___publikation,1
Professor,German,forschung___post,1
Professor,German,forschung___politik,1
PostDoc,German,ausland___qualifikation,1
PostDoc,German,ausland___reform,1
PostDoc,German,ausland___sache,1
PostDoc,German,ausland___situation,1
Professor,German,forschung___monat,1
PostDoc,German,ausland___studium,1
PostDoc,German,ausland___teil,1
PostDoc,German,ausland___thread,1
PostDoc,German,artikel___position,1
PostDoc,German,artikel___politik,1
Professor,German,frage___vertrag,1
PostDoc,German,argument___kommentar,1
PostDoc,German,argument___mensch,1
PostDoc,German,argument___mitarbeiter,1
Professor,German,geld___track,1
PostDoc,German,argument___nachwuchs,1
Professor,German,geld___tag,1
PostDoc,German,argument___perspektive,1
PostDoc,German,argument___post,1
Professor,German,geld___reform,1
PostDoc,German,argument___professor,1
PostDoc,German,argument___publikation,1
Professor,German,geld___perspektive,1
Professor,German,geld___monat,1
Professor,German,geld___mittelbau,1
Professor,German,geld___mitarbeiter,1
Professor,German,geld___mensch,1
PostDoc,German,argument___realität,1
PostDoc,German,argument___sache,1
Professor,German,geld___vertrag,1
PostDoc,German,argument___kollege,1
PostDoc,German,argument___teil,1
PostDoc,German,argument___job,1
PostDoc,German,argument___geschichte,1
Professor,German,generation___mitarbeiter,1
Professor,German,generation___lösung,1
PostDoc,German,argument___gesetz,1
Professor,German,generation___lehre,1
Professor,German,generation___land,1
Professor,German,generation___kommentar,1
